Program,Glass,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Bore_Status,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",838435.0,1101835
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",838436.0,1101836
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",838437.0,1101837
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",838438.0,1101838
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208948.0,1101993
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208949.0,1101994
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208950.0,1101995
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208951.0,1101996
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208952.0,6035978
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208953.0,1101998
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208954.0,1101999
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208955.0,1102000
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208956.0,1102001
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208957.0,1102002
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,Colonial,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509379.0,1168737
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,Colonial,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509380.0,1168795
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,Colonial,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509404.0,1168759
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,Colonial,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509381.0,1170132
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,Colonial,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509398.0,1169234
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,Colonial,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509385.0,1169274
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,Colonial,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509382.0,1170117
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,Colonial,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509383.0,1168729
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,Colonial,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509390.0,1168842
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,Colonial,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509402.0,1168777
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271130.0,6035840
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271132.0,6035842
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271134.0,6035845
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271136.0,6035848
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271138.0,6035850
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271140.0,6035852
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271142.0,6035855
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271143.0,6035858
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271145.0,1101817
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",271147.0,1101818
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509359.0,1168803
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509356.0,1169266
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509366.0,1169403
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509371.0,1168806
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509360.0,1170142
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509358.0,1169247
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509367.0,1169404
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509363.0,1168791
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509375.0,1168732
Interior Pro Express,,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Square design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509368.0,1170127
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675124.0,6035807
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675127.0,6035809
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675131.0,6035811
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675130.0,6035813
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675134.0,6035815
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675135.0,6035817
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675136.0,6035819
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675132.0,6035821
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675129.0,6035823
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675137.0,1101774
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244850.0,6035825
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244852.0,1101800
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244854.0,6035827
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244856.0,6035830
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244857.0,1101803
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244858.0,1101804
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244859.0,6035833
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244860.0,6035835
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244861.0,6035837
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a plank finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",244862.0,1101808
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675173.0,6035912
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675176.0,1101919
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675168.0,6035914
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675170.0,6035916
